sampleID fatherID motherID sex
HG02316 HG02317 HG02318 1
HG02317 0 0 1
HG02318 0 0 2
HG02321 HG02281 HG02282 2
HG02322 0 0 2
HG02323 0 0 1
HG02325 0 0 2
HG02330 0 0 1
HG02332 0 0 1
HG02334 0 0 1
HG02337 0 0 2
HG02339 0 0 2
HG02343 0 0 1
HG02345 0 0 2
HG02348 0 0 2
HG02351 0 0 1
HG02353 0 0 1
HG02355 0 0 1
HG02356 0 0 1
HG02360 0 0 1
HG02364 0 0 1
HG02367 0 0 1
HG02371 0 0 1
HG02373 0 0 1
HG02374 0 0 1
HG02375 0 0 1
HG02379 0 0 1
HG02380 0 0 1
HG02382 0 0 1
HG02383 0 0 1
HG02384 0 0 1
HG02385 0 0 1
HG02386 0 0 1
HG02389 0 0 1
HG02390 0 0 1
HG02391 0 0 1
HG02392 0 0 1
HG02394 0 0 1
HG02395 0 0 1
HG02396 0 0 1
HG02397 0 0 1
HG02398 0 0 1
HG02399 0 0 1
HG02401 0 0 1
HG02402 0 0 1
HG02406 0 0 1
HG02407 0 0 1
HG02408 0 0 1
HG02409 0 0 1
HG02410 0 0 1
HG02419 0 0 2
HG02420 0 0 1
HG02425 0 0 2
HG02427 0 0 2
HG02429 0 0 1
HG02433 0 0 1
HG02439 0 0 1
HG02442 0 0 1
HG02445 0 0 1
HG02449 0 0 1
HG02450 0 0 2
HG02451 HG02449 HG02450 2
HG02455 0 0 1
HG02461 0 0 1
HG02462 0 0 2
HG02463 HG02461 HG02462 1
HG02464 0 0 1
HG02465 0 0 2
HG02466 HG02464 HG02465 1
HG02470 0 0 1
HG02471 0 0 2
HG02476 0 0 2
HG02477 0 0 2
HG02479 0 0 2
HG02481 0 0 1
HG02484 0 0 1
HG02485 0 0 2
HG02489 0 0 1
HG02490 0 0 1
HG02491 0 0 2
HG02492 HG02490 HG02491 1
HG02493 0 0 1
HG02494 0 0 2
HG02495 HG02493 HG02494 2
HG02496 0 0 1
HG02497 0 0 2
HG02501 0 0 1
HG02502 0 0 2
HG02505 0 0 2
HG02508 0 0 2
HG02511 0 0 2
HG02512 0 0 1
HG02513 0 0 2
HG02514 HG02512 HG02513 1
HG02521 0 0 1
HG02522 0 0 2
HG02523 HG02521 HG02522 2
HG02524 0 0 1
HG02525 0 0 2
HG02526 HG02524 HG02525 2
HG02536 0 0 1
HG02537 0 0 2
HG02541 0 0 1
HG02545 0 0 1
HG02546 0 0 2
HG02549 0 0 2
HG02554 0 0 1
HG02555 0 0 2
HG02557 0 0 1
HG02558 0 0 2
HG02561 0 0 1
HG02562 0 0 2
HG02563 HG02561 HG02562 1
HG02568 0 0 2
HG02569 0 HG02568 1
HG02570 0 0 1
HG02571 0 0 2
HG02572 HG02570 HG02571 1
HG02573 0 0 1
HG02574 0 0 2
HG02575 HG02573 HG02574 1
HG02577 0 0 2
HG02580 0 0 2
HG02582 0 0 1
HG02583 0 0 2
HG02584 HG02582 HG02583 1
HG02585 0 0 1
HG02586 0 0 2
HG02587 HG02585 HG02586 2
HG02588 0 0 1
HG02589 0 0 2
HG02590 HG02588 HG02589 1
HG02594 0 0 1
HG02595 0 0 2
HG02596 HG02594 HG02595 1
HG02597 0 0 1
HG02600 0 0 1
HG02601 0 0 2
HG02602 HG02600 HG02601 1
HG02603 0 0 1
HG02604 0 0 2
HG02605 HG02603 HG02604 2
HG02610 0 0 1
HG02611 0 0 2
HG02612 HG02610 HG02611 1
HG02613 0 0 1
HG02614 0 0 2
HG02615 HG02613 HG02614 2
HG02620 0 0 1
HG02621 0 0 2
HG02622 HG02620 HG02621 2
HG02623 0 0 1
HG02624 0 0 2
HG02625 HG02623 HG02624 1
HG02628 0 0 1
HG02629 0 0 2
HG02630 HG02628 HG02629 2
HG02634 0 0 1
HG02635 0 0 2
HG02636 HG02634 HG02635 1
HG02642 0 0 1
HG02643 0 0 2
HG02644 HG02642 HG02643 1
HG02645 0 0 1
HG02646 0 0 2
HG02647 HG02645 HG02646 1
HG02648 0 0 1
HG02649 0 0 2
HG02650 HG02648 HG02649 1
HG02651 0 0 1
HG02652 0 0 2
HG02653 HG02651 HG02652 2
HG02654 0 0 1
HG02655 0 0 2
HG02656 HG02654 HG02655 1
HG02657 0 0 1
HG02658 0 0 2
HG02659 HG02657 HG02658 2
HG02660 0 0 1
HG02661 0 0 2
HG02662 HG02660 HG02661 2
HG02666 0 0 1
HG02667 0 0 2
HG02668 HG02666 HG02667 1
HG02675 0 0 1
HG02676 0 0 2
HG02677 HG02675 HG02676 2
HG02678 0 0 1
HG02679 0 0 2
HG02680 HG02678 HG02679 2
HG02681 0 0 1
HG02682 0 0 2
HG02683 HG02681 HG02682 2
HG02684 0 0 1
HG02685 0 0 2
HG02686 HG02684 HG02685 1
HG02687 0 0 1
HG02688 0 0 2
HG02689 HG02687 HG02688 1
HG02690 0 0 1
HG02691 0 0 2
HG02692 HG02690 HG02691 2
HG02694 0 0 2
HG02696 0 0 1
HG02697 0 0 2
HG02698 HG02696 HG02697 1
HG02699 0 0 1
HG02700 0 0 2
HG02701 HG02699 HG02700 1
HG02702 0 0 1
HG02703 0 0 2
HG02704 HG02702 HG02703 2
HG02715 0 0 1
HG02716 0 0 2
HG02717 HG02715 HG02716 1
HG02721 0 0 1
HG02722 0 0 2
HG02723 HG02721 HG02722 2
HG02724 0 0 1
HG02725 0 0 2
HG02726 HG02724 HG02725 2
HG02727 0 0 1
HG02728 0 0 2
HG02729 HG02727 HG02728 1
HG02731 0 0 2
HG02733 0 0 1
HG02734 0 0 2
HG02735 HG02733 HG02734 1
HG02736 0 0 1
HG02737 0 0 2
HG02738 HG02736 HG02737 1
HG02756 0 0 1
HG02757 0 0 2
HG02759 0 0 1
HG02760 0 0 2
HG02761 HG02759 HG02760 2
HG02762 0 0 1
HG02763 0 0 2
HG02764 HG02762 HG02763 1
HG02768 0 0 1
HG02769 0 0 2
HG02770 HG02768 HG02769 2
HG02771 0 0 1
HG02772 0 0 2
HG02773 HG02771 HG02772 1
HG02774 0 0 1
HG02775 0 0 2
HG02776 HG02774 HG02775 2
HG02778 0 0 2
HG02780 0 0 1
HG02783 0 0 1
HG02784 0 0 2
HG02785 HG02783 HG02784 2
HG02786 0 0 1
HG02787 0 0 2
HG02788 HG02786 HG02787 2
HG02789 0 0 1
HG02790 0 0 2
HG02791 HG02789 HG02790 1
HG02792 0 0 1
HG02793 0 0 2
HG02794 HG02792 HG02793 1
HG02798 0 0 1
HG02799 0 0 2
HG02800 HG02798 HG02799 1
HG02804 0 0 1
HG02805 0 0 2
HG02806 HG02804 HG02805 2
HG02807 0 0 1
HG02808 0 0 2
HG02809 HG02807 HG02808 2
HG02810 0 0 1
HG02811 0 0 2
HG02812 HG02810 HG02811 1
HG02813 0 0 1
HG02814 0 0 2
HG02815 HG02813 HG02814 1
HG02816 0 0 1
HG02817 0 0 2
HG02818 HG02816 HG02817 2
HG02819 0 0 1
HG02820 0 0 2
HG02821 HG02819 HG02820 1
HG02836 0 0 1
HG02837 0 0 2
HG02838 HG02836 HG02837 1
HG02839 0 0 1
HG02840 0 0 2
HG02841 HG02839 HG02840 2
HG02851 0 0 1
HG02852 0 0 2
HG02853 HG02851 HG02852 1
HG02854 0 0 1
HG02855 0 0 2
HG02856 HG02854 HG02855 1
HG02860 0 0 1
HG02861 0 0 2
HG02862 HG02860 HG02861 2
HG02869 0 0 1
HG02870 0 0 2
HG02871 HG02869 HG02870 2
HG02878 0 0 1
HG02879 0 0 2
HG02880 HG02878 HG02879 2
HG02881 0 0 1
HG02882 0 0 2
HG02883 HG02881 HG02882 1
HG02884 0 0 1
HG02885 0 0 2
HG02886 HG02884 HG02885 2
HG02887 0 0 1
HG02888 0 0 2
HG02889 HG02887 HG02888 2
HG02890 0 0 1
HG02891 0 0 2
HG02892 HG02890 HG02891 1
HG02895 0 0 1
HG02896 0 0 2
HG02897 HG02895 HG02896 2
HG02922 0 0 2
HG02923 0 0 1
HG02924 HG02923 HG02922 1
HG02938 0 0 1
HG02941 0 0 1
HG02943 0 0 2
HG02944 0 0 1
HG02945 HG02944 HG02943 2
HG02946 0 0 2
HG02947 0 0 1
HG02948 HG02947 HG02946 1
HG02952 0 0 2
HG02953 0 0 1
HG02954 HG02953 HG02952 1
HG02964 0 0 2
HG02965 0 0 1
HG02966 HG02965 HG02964 1
HG02968 0 0 1
HG02970 0 0 2
HG02971 0 0 1
HG02972 HG02971 HG02970 1
HG02973 0 0 1
HG02974 0 0 2
HG02975 HG02973 HG02974 1
HG02976 0 0 2
HG02977 0 0 1
HG02978 HG02977 HG02976 2
HG02979 0 0 2
HG02980 HG02981 HG02979 1
HG02981 0 0 1
HG02982 0 0 1
HG02983 0 0 2
HG02984 HG02982 HG02983 1
HG03006 0 0 1
HG03007 0 0 2
HG03008 HG03006 HG03007 1
HG03009 0 0 1
HG03012 0 0 1
HG03015 0 0 1
HG03016 0 0 2
HG03017 HG03015 HG03016 1
HG03018 0 0 1
HG03019 0 0 2
HG03021 0 0 1
HG03022 0 0 2
HG03024 0 0 1
HG03025 0 0 2
HG03026 HG03024 HG03025 2
HG03027 0 0 1
HG03028 0 0 2
HG03029 HG03027 HG03028 1
HG03033 0 0 1
HG03034 0 0 2
HG03035 HG03033 HG03034 1
HG03039 0 0 1
HG03040 0 0 2
HG03041 HG03039 HG03040 2
HG03045 0 0 1
HG03046 0 0 2
HG03047 HG03045 HG03046 2
HG03048 0 0 1
HG03049 0 0 2
HG03050 HG03048 HG03049 1
HG03052 0 0 2
HG03054 0 0 1
HG03055 0 0 2
HG03056 HG03054 HG03055 1
HG03057 0 0 1
HG03058 0 0 2
HG03060 0 0 1
HG03061 0 0 2
HG03063 0 0 1
HG03064 0 0 2
HG03065 HG03063 HG03064 1
HG03066 0 0 1
HG03069 0 0 1
HG03072 0 0 1
HG03073 0 0 2
HG03074 0 0 1
HG03077 0 0 1
HG03078 0 0 1
HG03079 0 0 2
HG03081 0 0 1
HG03082 0 0 2
HG03084 0 0 1
HG03085 0 0 2
HG03086 0 0 2
HG03088 0 0 2
HG03091 0 0 2
HG03095 0 0 2
HG03096 0 0 1
HG03097 0 0 2
HG03098 HG03096 HG03097 1
HG03099 0 0 2
HG03100 0 0 1
HG03101 HG03100 HG03099 1
HG03103 0 0 1
HG03105 0 0 2
HG03108 0 0 2
HG03109 0 0 1
HG03110 HG03109 HG03108 2
HG03111 0 0 2
HG03112 0 0 1
HG03113 HG03112 HG03111 2
HG03114 0 0 2
HG03115 0 0 1
HG03116 HG03115 HG03114 2
HG03117 0 0 2
HG03118 0 0 1
HG03119 HG03118 HG03117 2
HG03120 0 0 1
HG03121 0 0 2
HG03122 HG03120 HG03121 1
HG03123 0 0 2
HG03124 0 0 1
HG03125 HG03124 HG03123 2
HG03126 0 0 2
HG03127 0 0 1
HG03128 HG03127 HG03126 1
HG03129 0 0 2
HG03130 0 0 1
HG03131 HG03130 HG03129 1
HG03132 0 0 2
HG03133 0 0 1
HG03134 HG03133 HG03132 1
HG03135 0 0 2
HG03136 0 0 1
HG03137 HG03136 HG03135 1
HG03139 0 0 1
HG03157 0 0 1
HG03159 0 0 2
HG03160 0 0 1
HG03161 HG03160 HG03159 1
HG03162 0 0 2
HG03163 0 0 1
HG03164 HG03163 HG03162 2
HG03166 0 0 1
HG03168 0 0 2
HG03169 0 0 1
HG03170 HG03169 HG03168 1
HG03172 0 0 1
HG03175 0 0 1
HG03189 0 0 2
HG03190 0 0 1
HG03191 HG03190 HG03189 1
HG03193 0 0 1
HG03195 0 0 2
HG03196 0 0 1
HG03197 HG03196 HG03195 1
HG03198 0 0 2
HG03199 0 0 1
HG03200 HG03199 HG03198 2
HG03202 0 0 1
HG03209 0 0 1
HG03212 0 0 2
HG03224 0 0 1
HG03225 0 0 1
HG03228 0 0 1
HG03229 0 0 2
HG03230 HG03228 HG03229 2
HG03234 0 0 1
HG03235 0 0 2
HG03236 HG03234 HG03235 2
HG03237 0 0 1
HG03238 0 0 2
HG03239 HG03237 HG03238 2
HG03240 0 0 1
HG03241 0 0 2
HG03242 HG03240 HG03241 1
HG03246 0 0 1
HG03247 0 0 2
HG03248 HG03246 HG03247 1
HG03249 0 0 1
HG03250 0 0 2
HG03251 HG03249 HG03250 2
HG03258 0 0 1
HG03259 0 0 2
HG03260 HG03258 HG03259 1
HG03265 0 0 1
HG03267 0 0 2
HG03268 0 0 1
HG03269 HG03268 HG03267 1
HG03270 0 0 2
HG03271 0 0 1
HG03272 HG03271 HG03270 2
HG03279 0 0 2
HG03280 0 0 1
HG03291 0 0 2
HG03294 0 0 2
HG03295 0 0 1
HG03296 HG03295 HG03294 1
HG03297 0 0 2
HG03298 0 0 1
HG03299 HG03298 HG03297 1
HG03300 0 0 2
HG03301 0 0 1
HG03302 HG03301 HG03300 1
HG03303 0 0 2
HG03304 0 0 1
HG03305 HG03304 HG03303 2
HG03306 0 0 2
HG03307 0 0 1
HG03308 HG03307 HG03306 1
HG03309 0 0 2
HG03310 HG03311 HG03309 2
HG03311 0 0 1
HG03312 0 0 2
HG03313 0 0 1
HG03314 HG03313 HG03312 1
HG03342 0 0 2
HG03343 0 0 1
HG03344 HG03343 HG03342 1
HG03350 HG03352 HG03351 1
HG03351 0 0 2
HG03352 0 0 1
HG03354 0 0 2
HG03363 0 0 2
HG03366 0 0 2
HG03367 0 0 1
HG03368 HG03367 HG03366 1
HG03369 0 0 2
HG03370 0 0 1
HG03371 HG03370 HG03369 1
HG03372 0 0 2
HG03373 0 0 1
HG03374 HG03373 HG03372 2
HG03376 0 0 1
HG03378 0 0 2
HG03380 0 0 2
HG03382 0 0 1
HG03385 0 0 1
HG03388 0 0 1
HG03391 0 0 1
HG03394 0 0 1
HG03397 0 0 1
HG03401 0 0 2
HG03410 0 0 2
HG03419 0 0 2
HG03428 0 0 2
HG03432 0 0 1
HG03433 0 0 1
HG03436 0 0 1
HG03437 0 0 2
HG03438 HG03469 HG03470 2
HG03439 0 0 1
HG03442 0 0 1
HG03445 0 0 1
HG03446 0 0 2
HG03449 0 0 2
HG03451 0 0 1
HG03452 0 0 2
HG03453 HG03451 HG03452 2
HG03454 0 0 1
HG03455 0 0 2
HG03456 HG03454 HG03455 1
HG03457 0 0 1
HG03458 0 0 2
HG03460 0 0 1
HG03461 0 0 2
HG03464 0 0 2
HG03469 0 0 1
HG03470 0 0 2
HG03472 0 0 1
HG03473 0 0 2
HG03476 0 0 2
HG03478 0 0 1
HG03479 0 0 2
HG03480 HG03478 HG03479 2
HG03484 0 0 1
HG03485 0 0 2
HG03486 HG03484 HG03485 2
HG03487 0 0 1
HG03488 0 0 2
HG03489 HG03487 HG03488 1
HG03490 0 0 1
HG03491 0 0 2
HG03492 HG03490 HG03491 1
HG03499 0 0 2
HG03511 0 0 2
HG03514 0 0 2
HG03515 0 0 1
HG03516 HG03515 HG03514 2
HG03517 0 0 2
HG03518 0 0 1
HG03519 HG03518 HG03517 1
HG03520 0 0 2
HG03521 0 0 1
HG03522 HG03521 HG03520 2
HG03538 0 0 1
HG03539 0 0 2
HG03540 HG03538 HG03539 2
HG03547 0 0 1
HG03548 0 0 2
HG03556 0 0 1
HG03557 0 0 2
HG03558 0 0 2
HG03559 0 0 1
HG03563 0 0 2
HG03565 0 0 1
HG03567 0 0 2
HG03571 0 0 1
HG03572 0 0 2
HG03574 0 0 1
HG03575 0 0 2
HG03576 HG03574 HG03575 2
HG03577 0 0 1
HG03578 0 0 2
HG03579 HG03577 HG03578 1
HG03582 0 0 1
HG03583 0 0 2
HG03584 HG03582 HG03583 2
HG03585 0 0 1
HG03589 0 0 2
HG03593 0 0 1
HG03594 0 0 1
HG03595 0 0 2
HG03596 HG03594 HG03595 1
HG03598 0 0 2
HG03600 0 0 1
HG03603 0 0 1
HG03604 0 0 2
HG03605 HG03606 HG03607 2
HG03606 0 0 1
HG03607 0 0 2
HG03611 0 0 2
HG03615 0 0 1
HG03616 0 0 2
HG03617 HG03615 HG03616 2
HG03618 0 0 1
HG03619 0 0 2
HG03620 HG03618 HG03619 2
HG03624 0 0 1
HG03625 0 0 2
HG03626 HG03624 HG03625 2
HG03629 0 0 1
HG03631 0 0 2
HG03633 0 0 1
HG03634 0 0 2
HG03635 HG03633 HG03634 2
HG03636 0 0 1
HG03639 0 0 1
HG03640 0 0 2
HG03641 HG03639 HG03640 1
HG03642 0 0 2
HG03643 0 0 2
HG03644 0 0 1
HG03645 0 0 2
HG03646 0 0 1
HG03649 0 0 1
HG03650 0 0 2
HG03651 HG03649 HG03650 1
HG03652 0 0 1
HG03653 0 0 2
HG03654 HG03652 HG03653 1
HG03660 0 0 1
HG03663 0 0 1
HG03667 0 0 1
HG03668 0 0 2
HG03669 HG03667 HG03668 2
HG03672 0 0 1
HG03673 0 0 2
HG03679 0 0 1
HG03680 0 0 1
HG03681 0 0 1
HG03682 0 0 1
HG03683 HG03682 HG03684 2
HG03684 0 0 2
HG03685 0 0 1
HG03686 0 0 1
HG03687 0 0 1
HG03688 HG03885 HG03886 1
HG03689 0 0 2
HG03690 0 0 2
HG03691 0 0 1
HG03692 0 0 2
HG03693 0 0 1
HG03694 0 0 1
HG03695 0 0 1
HG03696 0 0 1
HG03697 0 0 1
HG03698 0 0 2
HG03699 0 0 1
HG03700 0 0 2
HG03701 HG03699 HG03700 1
HG03702 0 0 1
HG03703 0 0 2
HG03704 HG03702 HG03703 2
HG03705 0 0 1
HG03706 0 0 2
HG03707 HG03705 HG03706 1
HG03708 0 0 1
HG03709 0 0 2
HG03710 HG03708 HG03709 1
HG03711 0 0 1
HG03713 0 0 1
HG03714 0 0 2
HG03716 0 0 1
HG03717 0 0 2
HG03718 0 0 1
HG03719 HG03725 HG03722 2
HG03720 0 0 1
HG03721 0 0 2
HG03722 0 0 2
HG03725 0 0 1
HG03727 0 0 1
HG03729 0 0 1
HG03730 0 0 2
HG03731 0 0 2
HG03732 HG03727 HG03721 1
HG03733 0 0 2
HG03736 0 0 2
HG03738 0 0 1
HG03740 0 0 1
HG03741 0 0 2
HG03742 0 0 1
HG03743 0 0 1
HG03744 0 0 1
HG03745 0 0 1
HG03746 0 0 1
HG03750 0 0 1
HG03752 0 0 2
HG03753 0 0 1
HG03754 0 0 2
HG03755 0 0 1
HG03756 0 0 2
HG03757 0 0 2
HG03760 0 0 2
HG03761 0 0 1
HG03762 0 0 2
HG03763 HG03761 HG03762 1
HG03765 0 0 2
HG03767 0 0 1
HG03770 0 0 2
HG03771 0 0 1
HG03772 0 0 2
HG03773 0 0 1
HG03774 0 0 2
HG03775 0 0 1
HG03777 0 0 1
HG03778 0 0 1
HG03779 0 0 1
HG03780 0 0 2
HG03781 0 0 2
HG03782 0 0 2
HG03784 0 0 2
HG03785 0 0 1
HG03786 0 0 1
HG03787 0 0 2
HG03788 0 0 1
HG03789 0 0 2
HG03790 0 0 1
HG03792 0 0 1
HG03793 0 0 2
HG03794 0 0 1
HG03795 HG03794 HG03793 1
HG03796 0 0 2
HG03797 0 0 1
HG03798 HG03797 HG03796 1
HG03799 0 0 2
HG03800 0 0 1
HG03801 HG03800 HG03799 2
HG03802 0 0 2
HG03803 0 0 1
HG03804 HG03803 HG03802 2
HG03805 0 0 2
HG03806 0 0 1
HG03807 HG03806 HG03805 2
HG03808 0 0 2
HG03809 0 0 1
HG03812 0 0 1
HG03814 0 0 2
HG03815 0 0 1
HG03816 HG03815 HG03814 2
HG03817 0 0 2
HG03821 0 0 1
HG03823 0 0 2
HG03824 0 0 1
HG03825 HG03824 HG03823 2
HG03826 0 0 2
HG03829 0 0 2
HG03830 0 0 1
HG03831 HG03830 HG03829 2
HG03832 0 0 2
HG03833 0 0 1
HG03834 HG03833 HG03832 2
HG03836 0 0 2
HG03837 0 0 1
HG03838 0 0 2
HG03844 0 0 1
HG03846 0 0 1
HG03848 0 0 1
HG03849 0 0 2
HG03850 0 0 1
HG03851 0 0 1
HG03854 0 0 1
HG03856 0 0 1
HG03857 0 0 2
HG03858 0 0 2
HG03861 0 0 2
HG03862 0 0 2
HG03863 0 0 2
HG03864 0 0 1
HG03866 0 0 1
HG03867 0 0 1
HG03868 0 0 2
HG03869 0 0 1
HG03870 0 0 1
HG03871 0 0 1
HG03872 0 0 1
HG03873 0 0 2
HG03874 0 0 2
HG03875 0 0 1
HG03882 0 0 2
HG03884 0 0 2
HG03885 0 0 1
HG03886 0 0 2
HG03887 0 0 1
HG03888 0 0 2
HG03890 0 0 1
HG03894 0 0 2
HG03895 0 0 2
HG03896 0 0 1
HG03897 0 0 2
HG03898 0 0 2
HG03899 0 0 1
HG03900 0 0 1
HG03902 0 0 1
HG03904 0 0 2
HG03905 0 0 1
HG03906 HG03905 HG03904 1
HG03907 0 0 2
HG03908 0 0 1
HG03909 HG03908 HG03907 1
HG03910 0 0 2
HG03911 0 0 1
HG03913 0 0 2
HG03914 0 0 1
HG03915 HG03914 HG03913 2
HG03916 0 0 2
HG03917 0 0 1
HG03919 0 0 2
HG03920 0 0 1
HG03922 0 0 2
HG03925 0 0 2
HG03926 0 0 1
HG03927 HG03926 HG03925 2
HG03928 0 0 2
HG03929 0 0 1
HG03930 HG03929 HG03928 2
HG03931 0 0 2
HG03934 0 0 2
HG03937 0 0 2
HG03940 0 0 2
HG03941 0 0 1
HG03942 HG03941 HG03940 1
HG03943 0 0 1
HG03944 0 0 2
HG03945 0 0 2
HG03947 0 0 2
HG03949 0 0 2
HG03950 0 0 1
HG03951 0 0 2
HG03953 0 0 1
HG03955 0 0 2
HG03960 0 0 1
HG03963 0 0 1
HG03965 0 0 1
HG03967 0 0 1
HG03968 0 0 2
HG03969 0 0 1
HG03971 0 0 1
HG03973 0 0 2
HG03974 0 0 1
HG03976 0 0 1
HG03977 0 0 2
HG03978 0 0 1
HG03985 0 0 1
HG03986 0 0 2
HG03989 0 0 2
HG03990 0 0 1
HG03991 0 0 1
HG03992 HG03943 HG03944 1
HG03995 0 0 2
HG03998 0 0 1
HG03999 0 0 1
HG04001 0 0 2
HG04002 0 0 1
HG04003 0 0 1
HG04006 0 0 1
HG04014 0 0 2
HG04015 0 0 1
HG04017 0 0 1
HG04018 0 0 2
HG04019 0 0 1
HG04020 0 0 1
HG04022 0 0 1
HG04023 0 0 1
HG04025 0 0 2
HG04026 0 0 2
HG04029 0 0 2
HG04033 0 0 1
HG04035 0 0 2
HG04036 HG03943 HG03944 2
HG04038 0 0 2
HG04039 0 0 1
HG04042 0 0 2
HG04047 0 0 2
HG04054 0 0 2
HG04056 0 0 1
HG04059 0 0 2
HG04060 0 0 1
HG04061 0 0 1
HG04062 0 0 2
HG04063 0 0 2
HG04070 0 0 2
HG04075 0 0 2
HG04076 0 0 2
HG04080 0 0 1
HG04090 0 0 2
HG04093 0 0 1
HG04094 0 0 1
HG04096 0 0 1
HG04098 0 0 1
HG04099 0 0 2
HG04100 0 0 1
HG04106 0 0 2
HG04107 0 0 1
HG04115 HG03896 HG03894 1
HG04118 0 0 2
HG04122 HG04127 HG04075 1
HG04127 0 0 1
HG04131 0 0 1
HG04132 0 0 2
HG04133 HG04131 HG04132 2
HG04134 0 0 1
HG04135 0 0 2
HG04136 HG04134 HG04135 2
HG04140 0 0 1
HG04141 0 0 2
HG04142 HG04140 HG04141 2
HG04144 0 0 2
HG04146 0 0 1
HG04147 0 0 2
HG04148 HG04146 HG04147 2
HG04149 0 0 1
HG04150 0 0 2
HG04151 HG04149 HG04150 2
HG04152 0 0 1
HG04153 0 0 2
HG04155 0 0 1
HG04156 0 0 2
HG04157 HG04155 HG04156 1
HG04158 0 0 1
HG04159 0 0 2
HG04160 HG04158 HG04159 1
HG04161 0 0 1
HG04162 0 0 2
HG04164 0 0 1
HG04171 0 0 2
HG04173 0 0 1
HG04174 0 0 2
HG04175 HG04173 HG04174 2
HG04176 0 0 1
HG04177 0 0 2
HG04180 0 0 2
HG04182 0 0 1
HG04183 0 0 2
HG04184 HG04182 HG04183 2
HG04185 0 0 1
HG04186 0 0 2
HG04187 HG04185 HG04186 1
HG04188 0 0 1
HG04189 0 0 2
HG04191 0 0 1
HG04192 0 0 2
HG04193 HG04191 HG04192 1
HG04194 0 0 1
HG04195 0 0 2
HG04198 0 0 1
HG04199 HG04100 HG04099 1
HG04200 0 0 2
HG04202 0 0 2
HG04204 HG03679 HG03642 1
HG04206 0 0 1
HG04209 0 0 2
HG04210 0 0 1
HG04211 0 0 1
HG04212 0 0 2
HG04214 0 0 2
HG04215 HG03679 HG03642 1
HG04216 0 0 2
HG04217 HG04198 HG04200 2
HG04219 0 0 1
HG04222 0 0 1
HG04225 0 0 1
HG04227 0 0 2
HG04228 HG04229 HG04227 1
HG04229 0 0 1
HG04235 0 0 1
HG04238 0 0 1
HG04239 0 0 1
NA06984 0 0 1
NA06985 0 0 2
NA06986 0 0 1
NA06989 0 0 2
NA06991 NA06993 NA06985 2
NA06993 0 0 1
NA06994 0 0 1
NA06995 NA07435 NA07037 1
NA06997 NA06986 NA07045 2
NA07000 0 0 2
NA07014 NA07051 NA07031 2
NA07019 NA07022 NA07056 2
NA07022 0 0 1
NA07029 NA06994 NA07000 1
NA07031 0 0 2
NA07034 0 0 1
NA07037 0 0 2
NA07045 0 0 2
NA07048 NA07034 NA07055 1
NA07051 0 0 1
NA07055 0 0 2
NA07056 0 0 2
NA07345 0 0 2
NA07346 0 0 2
NA07347 0 0 1
NA07348 NA07357 NA07345 2
NA07349 NA07347 NA07346 1
NA07357 0 0 1
NA07435 0 0 1
NA10830 NA12154 NA12236 1
NA10831 NA12155 NA12156 2
NA10835 NA12248 NA12249 1
NA10836 NA12274 NA12275 2
NA10837 NA12272 NA12273 1
NA10838 NA12003 NA12004 1
NA10839 NA12005 NA12006 2
NA10840 NA12286 NA12287 2
NA10842 NA11917 NA11918 1
NA10843 NA11919 NA11920 2
NA10845 NA11930 NA11931 1
NA10846 NA12144 NA12145 1
NA10847 NA12146 NA12239 2
NA10851 NA12056 NA12057 1
NA10852 NA12045 NA12046 2
NA10854 NA11839 NA11840 2
NA10855 NA11831 NA11832 2
NA10856 NA11829 NA11830 1
NA10857 NA12043 NA12044 1
NA10859 NA11881 NA11882 2
NA10860 NA11992 NA11993 1
NA10861 NA11994 NA11995 2
NA10863 NA12264 NA12234 2
NA10864 NA11893 NA11894 2
NA10865 NA11891 NA11892 1
NA11829 0 0 1
NA11830 0 0 2
NA11831 0 0 1
NA11832 0 0 2
NA11839 0 0 1
NA11840 0 0 2
NA11843 0 0 1
NA11881 0 0 1
NA11882 0 0 2
NA11891 0 0 1
NA11892 0 0 2
NA11893 0 0 1
NA11894 0 0 2
NA11917 0 0 1
NA11918 0 0 2
NA11919 0 0 1
NA11920 0 0 2
NA11930 0 0 1
NA11931 0 0 2
NA11932 0 0 1
NA11933 0 0 2
NA11992 0 0 1
NA11993 0 0 2
NA11994 0 0 1
NA11995 0 0 2
NA12003 0 0 1
NA12004 0 0 2
NA12005 0 0 1
NA12006 0 0 2
NA12043 0 0 1
NA12044 0 0 2
NA12045 0 0 1
NA12046 0 0 2
NA12056 0 0 1
NA12057 0 0 2
NA12058 0 0 2
NA12144 0 0 1
NA12145 0 0 2
NA12146 0 0 1
NA12154 0 0 1
NA12155 0 0 1
NA12156 0 0 2
NA12234 0 0 2
NA12236 0 0 2
NA12239 0 0 2
NA12248 0 0 1
NA12249 0 0 2
NA12264 0 0 1
NA12272 0 0 1
NA12273 0 0 2
NA12274 0 0 1
NA12275 0 0 2
NA12282 0 0 1
NA12283 0 0 2
NA12286 0 0 1
NA12287 0 0 2
NA12329 NA06984 NA06989 2
NA12335 NA12340 NA12341 1
NA12336 NA12342 NA12343 2
NA12340 0 0 1
NA12341 0 0 2
NA12342 0 0 1
NA12343 0 0 2
NA12344 NA12347 NA12348 1
NA12347 0 0 1
